城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2954150,0.6502571290778506,1114200,0.6329315261477636,0,0,900000
台中,272400,0.05995973188931046,130200,0.07396130380940479,0,0,70000
桃園,995299,0.21908172242914395,355890,0.20216657767073018,225200,0,160000
新竹,278150,0.061225401707091426,156330,0.08880468989649962,0,0,0
高雄,43050,0.009476014896603581,3760,0.0021359024756018585,0,0,0
加總,4543049,1.0,1760380,1.0,225200,0,1130000
