城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2654950,0.6428528190413928,851400,0.7558862175503391,0,0,750000
台中,256200,0.06203464932989503,81600,0.07244575446571257,0,0,70000
桃園,925200,0.22402208259179893,99600,0.08842643559785504,195200,0,70000
新竹,260150,0.06299107737381808,90000,0.07990340566071238,0,0,0
高雄,33450,0.008099371663095194,3760,0.003338186725380873,0,0,0
加總,4129950,1.0,1126360,1.0,195200,0,890000
