城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3187550,0.6489696356196998,1950500,0.6251544456798318,0,0,1050000
台中,292800,0.05961265213391103,196200,0.06288403088561036,0,0,70000
桃園,1086899,0.2212873360372123,701389,0.22480207716018025,245601,135600,320000
新竹,281630,0.05733849460544181,246930,0.07914349514059003,0,0,0
高雄,62830,0.012791881603735076,25010,0.008015951133787539,19000,5500,0
加總,4911709,1.0,3120029,1.0,264601,141100,1440000
