城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3187550,0.6495250441721044,1927700,0.625667593521515,0,0,1050000
台中,292800,0.059663670509824844,198000,0.06426424418595215,0,0,70000
桃園,1082699,0.22062088933509852,691789,0.2245318041472508,245601,128100,320000
新竹,281630,0.057387566686072304,238530,0.07741894023068267,0,0,0
高雄,62830,0.012802829296899914,25010,0.008117417914599311,19000,5500,0
加總,4907509,1.0,3081029,1.0,264601,133600,1440000
