城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2451000,0.6456524487903565,0,0.0,0,0,600000
台中,233400,0.061483183005984994,0,0.0,0,0,0
桃園,841700,0.22172405799544803,0,0.0,188200,0,0
新竹,242750,0.06394619826350839,0,0.0,0,0,0
高雄,27310,0.007194111944702015,3760,1.0,0,0,0
加總,3796160,1.0,3760,1.0,188200,0,600000
