城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3187550,0.6495250441721044,1880100,0.6225436908056181,0,0,1000000
台中,292800,0.059663670509824844,193800,0.06417156921340822,0,0,70000
桃園,1082699,0.22062088933509852,689389,0.22827231129237502,245601,114600,320000
新竹,281630,0.057387566686072304,236130,0.07818799091002106,0,0,0
高雄,62830,0.012802829296899914,20610,0.0068244377785776226,19000,3000,0
加總,4907509,1.0,3020029,1.0,264601,117600,1390000
