城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3145100,0.6439220299708023,1997300,0.6915693496242645,0,0,1390000
台中,346800,0.07100319862448705,148200,0.05131456346783959,0,0,160000
桃園,1059827,0.21698704437310912,565089,0.19566326150794874,258751,33500,180000
新竹,237330,0.04859051075417968,129930,0.04498853732372737,0,0,0
高雄,95230,0.019497216277421864,47550,0.016464288076219784,11500,0,0
加總,4884287,1.0,2888069,1.0,270251,33500,1730000
