id,來源,統計月份,日期,台北業績,台北佔比,台中業績,台中佔比,桃園業績,桃園佔比,新竹業績,新竹佔比,高雄業績,高雄佔比,全區合計
20260504120350_次月,schedule,2026/06,2026/05/04 12:03,0,0.0,0,0.0,0,0.0,0,0.0,3760,1.0,3760
20260625020850_次月,schedule,2026/07,2026/06/25 02:08:50,1819000,0.6851046055676896,156800,0.059056845603635916,518089,0.1951320285838146,128330,0.04833396043567983,32850,0.0123725598091801,2655069
20260624202834_次月,schedule,2026/07,2026/06/24 20:28:34,1810600,0.6850369778465867,156800,0.0593249741115347,518089,0.1960179624519829,124730,0.0471913521743094,32850,0.0124287334155862,2643069
20260624122043_次月,schedule,2026/07,2026/06/24 12:20:43,1812200,0.6940984017198871,147200,0.056379695802432,493889,0.1891665188870065,124730,0.0477733658793298,32850,0.0125820177113443,2610869
20260624021512_次月,schedule,2026/07,2026/06/24 02:15:12,1805400,0.7020343597873598,147200,0.0572390925892873,474689,0.1845840191719852,111530,0.0433687228021957,32850,0.0127738056491718,2571669
20260623204555_次月,schedule,2026/07,2026/06/23 20:45:55,1800600,0.702572000363655,147200,0.0574356317080584,470689,0.1836570655776787,111530,0.0435176358994548,32850,0.0128176664511529,2562869
20260623121727_次月,schedule,2026/07,2026/06/23 12:17:27,1756000,0.7018752780421357,147200,0.0588360141957872,458689,0.1833385361104038,107130,0.0428199877771378,32850,0.0131301838745353,2501869
20260623034734_次月,schedule,2026/07,2026/06/23 03:47:34,1738800,0.701675377077878,147200,0.0594010901229949,455689,0.1838887456321837,103530,0.0417784976931635,32850,0.0132562894737797,2478069
20260622233218_次月,schedule,2026/07,2026/06/22 23:32:18,1731600,0.7008060726813117,147200,0.0595741822006751,455689,0.1844245890818169,103530,0.0419002383372003,32850,0.0132949176989957,2470869
20260622132536_次月,schedule,2026/07,2026/06/22 13:25:36,1696400,0.7029323516700444,143600,0.0595031158334227,441289,0.1828556440321399,102330,0.0424021855378422,29700,0.0123067029265505,2413319
20260622015300_次月,schedule,2026/07,2026/06/22 01:53:00,1648600,0.7020340933237775,143600,0.0611501248339769,424089,0.1805925855899475,102330,0.0435758514920673,29700,0.0126473447602306,2348319
20260621201958_次月,schedule,2026/07,2026/06/21 20:19:58,1645000,0.7015766068343371,143600,0.0612440126087603,424089,0.1808698611646001,102330,0.0436427563388192,29700,0.0126667630534831,2344719
20260621131419_次月,schedule,2026/07,2026/06/21 13:14:19,1639600,0.7008877369867043,143600,0.0613853860888574,424089,0.1812873746590353,102330,0.0437434997108132,29700,0.0126960025545896,2339319
20260621014856_次月,schedule,2026/07,2026/06/21 01:48:56,1622000,0.7003094400589952,143600,0.0620002685526952,418489,0.1806854483729031,102330,0.0441816676949673,29700,0.012823175320439,2316119
20260620200710_次月,schedule,2026/07,2026/06/20 20:07:10,1608800,0.6993812597296288,143600,0.0624261243766625,415889,0.1807962286969763,102330,0.044485134453091,29700,0.0129112527436412,2300319
20260620123736_次月,schedule,2026/07,2026/06/20 12:37:36,1592000,0.697841906370832,143600,0.0629460413032986,413689,0.1813376384451275,102330,0.0448556295721904,29700,0.0130187843085513,2281319
20260620020802_次月,schedule,2026/07,2026/06/20 02:08:02,1568200,0.6972507901982954,143600,0.0638472219566861,405289,0.180199002364926,102330,0.0454978149221984,29700,0.013205170557894,2249119
20260619214800_次月,schedule,2026/07,2026/06/19 21:48:00,1568200,0.6972507901982954,143600,0.0638472219566861,405289,0.180199002364926,102330,0.0454978149221984,29700,0.013205170557894,2249119
20260619132001_次月,schedule,2026/07,2026/06/19 13:20:01,1563400,0.6977224721172088,143600,0.0640865722118659,401689,0.179267904632397,102330,0.0456683769807816,29700,0.0132546740577466,2240719
20260619023648_次月,schedule,2026/07,2026/06/19 02:36:48,1558600,0.6972606594405542,143600,0.0642413901550516,401089,0.1794325552639243,102330,0.0457787009370922,29700,0.0132866942033776,2235319
20260618213915_次月,schedule,2026/07,2026/06/18 21:39:15,1551400,0.6962823798908406,143600,0.0644489814053917,401089,0.1800123781539495,102330,0.0459266313872822,29700,0.0133296291625357,2228119
20260618125735_次月,schedule,2026/07,2026/06/18 12:57:35,1525000,0.6968182592885874,143600,0.0656151488746499,391489,0.1788830711545113,98730,0.0451126995013522,29700,0.013570821180899,2188519
20260618023537_次月,schedule,2026/07,2026/06/18 02:35:37,1520400,0.6989962388264734,143600,0.0660193764111296,383889,0.1764910333641515,97530,0.0448389260541607,29700,0.0136544253440846,2175119
20260617215617_次月,schedule,2026/07,2026/06/17 21:56:17,1519200,0.6998441566099387,143600,0.0661516725178957,383889,0.1768447034207693,97530,0.0449287786954761,26550,0.0122306887559201,2170769
20260617130741_次月,schedule,2026/07,2026/06/17 13:07:41,1483800,0.6978092701690064,143600,0.0675329634696517,380289,0.1788443115940836,92130,0.0433273810895474,26550,0.0124860736777106,2126369
20260617035045_次月,schedule,2026/07,2026/06/17 03:50:45,1461600,0.6994743892161494,143600,0.0687223058917891,364489,0.1744326222297517,93330,0.0446647131537652,26550,0.0127059695085445,2089569
20260616232152_次月,schedule,2026/07,2026/06/16 23:21:52,1452000,0.6992639909384634,143600,0.0691558602608563,360989,0.1738475267389014,93330,0.0449464933018504,26550,0.0127861287599285,2076469
20260616132639_次月,schedule,2026/07,2026/06/16 13:26:39,1434400,0.7038376423597992,129200,0.0633964189855591,360790,0.1770340093328165,94530,0.0463843923119574,19050,0.0093475370098676,2037970
20260616035641_次月,schedule,2026/07,2026/06/16 03:56:41,1399900,0.7123919249695939,129200,0.0657482939539049,339190,0.1726096271379645,77730,0.0395558427944042,19050,0.0096943111441322,1965070
20260616000542_次月,schedule-00,2026/07,2026/06/16 00:05:42,1395100,0.7137996490097059,129200,0.0661048775371328,333390,0.1705782130193863,77730,0.0397703725306604,19050,0.0097468879031143,1954470
20260615132345_次月,schedule,2026/07,2026/06/15 13:23:45,1306400,0.713969515294272,129200,0.0706099673729485,314190,0.1717101056416926,60930,0.0332992671210042,19050,0.0104111445700825,1829770
20260615014903_次月,schedule,2026/07,2026/06/15 01:49:03,1176000,0.700429429948123,117000,0.0696855810407571,311990,0.1858222600761181,54930,0.0327164868937503,19050,0.0113462420412514,1678970
20260614201155_次月,schedule,2026/07,2026/06/14 20:11:55,1134000,0.692743300121566,117000,0.0714735150919076,311990,0.1905899313976432,54930,0.033555899008534,19050,0.011637354380349,1636970
20260614130238_次月,schedule,2026/07,2026/06/14 13:02:38,1134000,0.692743300121566,117000,0.0714735150919076,311990,0.1905899313976432,54930,0.033555899008534,19050,0.011637354380349,1636970
20260614014649_次月,schedule,2026/07,2026/06/14 01:46:49,1134000,0.692743300121566,117000,0.0714735150919076,311990,0.1905899313976432,54930,0.033555899008534,19050,0.011637354380349,1636970
20260613200217_次月,schedule,2026/07,2026/06/13 20:02:17,1134000,0.6940151899973683,117000,0.0716047418251253,311990,0.1909398581369303,54930,0.0336175082773857,16050,0.0098227017631902,1633970
20260613124455_次月,schedule,2026/07,2026/06/13 12:44:55,1134000,0.6940151899973683,117000,0.0716047418251253,311990,0.1909398581369303,54930,0.0336175082773857,16050,0.0098227017631902,1633970
20260613022029_次月,schedule,2026/07,2026/06/13 02:20:29,1123200,0.6919792751221375,117000,0.0720811744918893,311990,0.1922103045275602,54930,0.0338411873063203,16050,0.0098880585520925,1623170
20260612214024_次月,schedule,2026/07,2026/06/12 21:40:24,1123200,0.6919792751221375,117000,0.0720811744918893,311990,0.1922103045275602,54930,0.0338411873063203,16050,0.0098880585520925,1623170
20260612125852_次月,schedule,2026/07,2026/06/12 12:58:52,1104000,0.6906172391574971,111600,0.0698123948278774,311990,0.1951681815622712,54930,0.0343619610026461,16050,0.0100402234497081,1598570
20260612031323_次月,schedule,2026/07,2026/06/12 03:13:23,1104000,0.6939599087291859,111600,0.0701502951215372,315090,0.1980614380810499,44130,0.0277395387429519,16050,0.0100888193252748,1590870
20260611221121_次月,schedule,2026/07,2026/06/11 22:11:21,1104000,0.6939599087291859,111600,0.0701502951215372,315090,0.1980614380810499,44130,0.0277395387429519,16050,0.0100888193252748,1590870
20260611125542_次月,schedule,2026/07,2026/06/11 12:55:42,1117200,0.702787370963785,106800,0.0671837551189869,305490,0.1921719602181585,44130,0.027760478589896,16050,0.0100964351091736,1589670
20260611024309_次月,schedule,2026/07,2026/06/11 02:43:09,1112400,0.707782168012369,102000,0.0648991200442841,297090,0.1890282311172192,44130,0.0280784134073946,16050,0.0102120674187329,1571670
20260610214801_次月,schedule,2026/07,2026/06/10 21:48:01,1112400,0.707782168012369,102000,0.0648991200442841,297090,0.1890282311172192,44130,0.0280784134073946,16050,0.0102120674187329,1571670
20260610124200_次月,schedule,2026/07,2026/06/10 12:42:00,1105200,0.7230760171936642,102000,0.0667334000667334,264690,0.1731731731731731,40530,0.0265167127912225,16050,0.0105006967752065,1528470
20260610022141_次月,schedule,2026/07,2026/06/10 02:21:41,1105200,0.7426071882118164,102000,0.0685359511378983,246690,0.1657562135902759,18330,0.012316313572134,16050,0.0107843334878751,1488270
20260609204939_次月,schedule,2026/07,2026/06/09 20:49:39,1105200,0.7426071882118164,102000,0.0685359511378983,246690,0.1657562135902759,18330,0.012316313572134,16050,0.0107843334878751,1488270
20260609122052_次月,schedule,2026/07,2026/06/09 12:20:52,1110600,0.7753041948522482,99600,0.069530251942449,187890,0.1311650505769754,18330,0.0127960794990471,16050,0.0112044231292801,1432470
20260609023555_次月,schedule,2026/07,2026/06/09 02:35:55,1063800,0.7910058221240714,99600,0.074059202748221,147090,0.1093711659863035,18330,0.0136295701443262,16050,0.0119342389970777,1344870
20260608222143_次月,schedule,2026/07,2026/06/08 22:21:43,1063800,0.7910058221240714,99600,0.074059202748221,147090,0.1093711659863035,18330,0.0136295701443262,16050,0.0119342389970777,1344870
20260608125832_次月,schedule,2026/07,2026/06/08 12:58:32,1041000,0.8567266622225514,99600,0.0819692368466533,52800,0.0434535713403945,5640,0.0046416314840875,16050,0.0132088981063131,1215090
20260608014117_次月,schedule,2026/07,2026/06/08 01:41:17,1041000,0.9080204108334424,96000,0.0837367525840638,0,0.0,0,0.0,9450,0.0082428365824937,1146450
20260607200055_次月,schedule,2026/07,2026/06/07 20:00:55,1041000,0.9080204108334424,96000,0.0837367525840638,0,0.0,0,0.0,9450,0.0082428365824937,1146450
20260607125241_次月,schedule,2026/07,2026/06/07 12:52:41,1041000,0.9080204108334424,96000,0.0837367525840638,0,0.0,0,0.0,9450,0.0082428365824937,1146450
20260607013539_次月,schedule,2026/07,2026/06/07 01:35:39,1041000,0.9354360425933416,62400,0.0560722469335489,0,0.0,0,0.0,9450,0.0084917104731095,1112850
20260606194329_次月,schedule,2026/07,2026/06/06 19:43:29,1041000,0.9354360425933416,62400,0.0560722469335489,0,0.0,0,0.0,9450,0.0084917104731095,1112850
20260606121626_次月,schedule,2026/07,2026/06/06 12:16:26,1041000,0.9354360425933416,62400,0.0560722469335489,0,0.0,0,0.0,9450,0.0084917104731095,1112850
20260606021218_次月,schedule,2026/07,2026/06/06 02:12:18,1041000,0.9354360425933416,62400,0.0560722469335489,0,0.0,0,0.0,9450,0.0084917104731095,1112850
20260605204851_次月,schedule,2026/07,2026/06/05 20:48:51,1041000,0.9354360425933416,62400,0.0560722469335489,0,0.0,0,0.0,9450,0.0084917104731095,1112850
20260605124325_次月,schedule,2026/07,2026/06/05 12:43:25,1041000,0.991003855490504,0,0.0,0,0.0,0,0.0,9450,0.0089961445094959,1050450
20260605022951_次月,schedule,2026/07,2026/06/05 02:29:51,1031400,0.9909208819714656,0,0.0,0,0.0,0,0.0,9450,0.0090791180285343,1040850
20260604205312_次月,schedule,2026/07,2026/06/04 20:53:12,1031400,0.9909208819714656,0,0.0,0,0.0,0,0.0,9450,0.0090791180285343,1040850
20260604130114_次月,schedule,2026/07,2026/06/04 13:01:14,16800,0.64,0,0.0,0,0.0,0,0.0,9450,0.36,26250
20260604035820_次月,schedule,2026/07,2026/06/04 03:58:20,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260603225947_次月,schedule,2026/07,2026/06/03 22:59:47,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260603130732_次月,schedule,2026/07,2026/06/03 13:07:32,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260603035335_次月,schedule,2026/07,2026/06/03 03:53:35,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260602222119_次月,schedule,2026/07,2026/06/02 22:21:19,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260602125727_次月,schedule,2026/07,2026/06/02 12:57:27,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260602043604_次月,schedule,2026/07,2026/06/02 04:36:04,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260602001706_次月,schedule-00,2026/07,2026/06/02 00:17:06,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260601130932_次月,schedule,2026/07,2026/06/01 13:09:32,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260601013123_次月,schedule,2026/07,2026/06/01 01:31:23,0,0.0,0,0.0,0,0.0,0,0.0,9450,1.0,9450
20260531194842_次月,schedule,2026/06,2026/05/31 19:48:42,2050800,0.6274094213595156,196200,0.0600242483278413,733789,0.2244909946801138,246930,0.0755442795086333,40960,0.0125310561238959,3268679
20260531124737_次月,schedule,2026/06,2026/05/31 12:47:37,2044200,0.6266555776239632,196200,0.0601456923636736,733789,0.2249451959931074,246930,0.0756971244411922,40960,0.0125564095780635,3262079
20260531013105_次月,schedule,2026/06,2026/05/31 01:31:05,2051000,0.6290486765901575,196200,0.0601752073851725,725389,0.2224792737508814,246930,0.0757342709460787,40960,0.0125625713277098,3260479
20260530194204_次月,schedule,2026/06,2026/05/30 19:42:04,2047400,0.6286386445428277,196200,0.0602417222131985,725389,0.2227251918170739,246930,0.0758179840270393,40960,0.0125764573998604,3256879
20260530121344_次月,schedule,2026/06,2026/05/30 12:13:44,2024600,0.6260205764917925,196200,0.0606664215685516,725389,0.2242953867237009,246930,0.0763524947906343,40960,0.0126651204253204,3234079
20260530024302_次月,schedule,2026/06,2026/05/30 02:43:02,2004400,0.6250703609559921,196200,0.0611847958588932,725389,0.2262119158169558,246930,0.0770049013325,33760,0.0105280260356587,3206679
20260529205421_次月,schedule,2026/06,2026/05/29 20:54:21,1988800,0.623198410417892,196200,0.0614800523551842,725589,0.2273662064645554,246930,0.077376500143046,33760,0.0105788306193222,3191279
20260529123838_次月,schedule,2026/06,2026/05/29 12:38:38,1950500,0.6251544456798318,196200,0.0628840308856103,701389,0.2248020771601802,246930,0.07914349514059,25010,0.0080159511337875,3120029
20260529024348_次月,schedule,2026/06,2026/05/29 02:43:48,1934900,0.6243568550020022,198000,0.0638909800456852,700189,0.2259381890263047,240930,0.0777437061737724,25010,0.0080702697522352,3099029
