id,來源,快照日期,城市,當月業績,當月佔比,次月業績,次月佔比,當月總業績,次月總業績
20260630_台北,schedule,2026/06/30,台北,3143300,0.6441073693973078,2279900,0.6813098936512282,4880087,3346348
20260630_台中,schedule,2026/06/30,台中,344400,0.07057251233430879,171000,0.051100483273108475,4880087,3346348
20260630_桃園,schedule,2026/06/30,桃園,1059827,0.2171737921885409,667118,0.19935703041046537,4880087,3346348
20260630_新竹,schedule,2026/06/30,新竹,237330,0.048632329710515405,133530,0.039903201938351895,4880087,3346348
20260630_高雄,schedule,2026/06/30,高雄,95230,0.019513996369327023,94800,0.028329390726846104,4880087,3346348
20260630_加總,schedule,2026/06/30,加總,4880087,1.0,3346348,1.0,4880087,3346348
