城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3143300,0.6441073693973078,2279900,0.6813098936512282,0,0,1490000
台中,344400,0.07057251233430879,171000,0.051100483273108475,0,0,180000
桃園,1059827,0.2171737921885409,667118,0.19935703041046537,258751,40000,350000
新竹,237330,0.048632329710515405,133530,0.039903201938351895,0,0,0
高雄,95230,0.019513996369327023,94800,0.028329390726846104,11500,2000,0
加總,4880087,1.0,3346348,1.0,270251,42000,2020000
