城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3125500,0.643996532659206,1853800,0.6832852389673835,0,0,1390000
台中,342600,0.07059133325517325,156800,0.05779432812066335,0,0,160000
桃園,1049427,0.2162301549444737,545089,0.20091232475104762,249750,17500,180000
新竹,241530,0.04976627180712783,124530,0.04590004898511612,0,0,0
高雄,94230,0.01941570733401919,32850,0.012108059175789485,11500,0,0
加總,4853287,1.0,2713069,1.0,261250,17500,1730000
