城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3085300,0.6445437314346106,1756000,0.7018752780421357,0,0,1390000
台中,342600,0.07157186736767822,147200,0.05883601419578723,0,0,160000
桃園,1034427,0.2161000351592098,458689,0.18333853611040385,243250,9500,180000
新竹,241530,0.05045753977033077,107130,0.04281998777713781,0,0,0
高雄,82940,0.017326826268170552,32850,0.013130183874535397,11500,0,0
加總,4786797,1.0,2501869,1.0,254750,9500,1730000
