城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2118900,0.6205104942676942,0,0.0,0,0,0
台中,199800,0.058510546394207046,0,0.0,0,0,0
桃園,818989,0.23983730671093711,0,0.0,183450,0,0
新竹,239730,0.07020387030572199,0,0.0,0,0,0
高雄,37350,0.010937782321439606,9450,1.0,5500,0,0
加總,3414769,1.0,9450,1.0,188950,0,0
