城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2842600,0.6862987478295132,1029600,0.7382920900349211,0,0,1000000
台中,221400,0.05345336761044615,63600,0.04560545544504758,0,0,70000
桃園,812418,0.19614488711537237,287920,0.20645790458707702,116901,0,140000
新竹,139610,0.03370652507721042,0,0.0,0,0,0
高雄,125900,0.03039647236745786,13450,0.009644549932954244,4200,0,0
加總,4141928,1.0,1394570,1.0,121101,0,1210000
