城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3217800,0.6967322353091979,1499400,0.6367081754195993,0,0,1150000
台中,255400,0.05530033342593361,113300,0.048111935624276785,0,0,90000
桃園,843917,0.18272862757953645,631820,0.2682972918458125,164901,20500,280000
新竹,147200,0.0318723926401622,76080,0.03230676136182681,0,0,0
高雄,154100,0.033366411045169804,34325,0.01457583574848456,10600,0,0
加總,4618417,1.0,2354925,1.0,175501,20500,1520000
