id,來源,日期,台北業績,台北佔比,台中業績,台中佔比,桃園業績,桃園佔比,新竹業績,新竹佔比,高雄業績,高雄佔比,全區合計
20260420040200,schedule,2026/04/20 04:02,3063470,0.6731602121612577,230600,0.05067154074444536,910078,0.19997855358899974,291490,0.06405137645966338,55240,0.012138317045633831,4550878
