城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3205870,0.6773473276233272,1641600,0.6218464475657984,0,0,1200000
台中,256400,0.05417308088057878,183000,0.06932133278785399,0,0,120000
桃園,926078,0.19566497034213978,612700,0.23209388305529038,303400,157800,210000
新竹,284890,0.0601925468489395,183980,0.06969256178311135,0,0,0
高雄,59740,0.01262207430501473,18600,0.007045774807945816,13100,0,0
加總,4732978,1.0,2639880,1.0,316500,157800,1530000
