城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3238870,0.6770032072720462,1744200,0.6209415584415584,0,0,1200000
台中,258800,0.054095542594178085,185400,0.06600307587149692,0,0,120000
桃園,938678,0.19620670684396405,651500,0.2319363750284803,303400,159800,280000
新竹,284890,0.05954899200021404,202070,0.07193765664160401,0,0,0
高雄,62890,0.013145551289597603,25790,0.009181334016860332,13100,0,0
加總,4784128,1.0,2808960,1.0,316500,159800,1600000
