城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3240070,0.6761939783305382,1861000,0.6259838811673372,0,0,1250000
台中,258800,0.05401087062685167,192000,0.06458296893290098,0,0,120000
桃園,943478,0.19690134542998747,680000,0.22873134830402433,303400,164800,320000
新竹,284890,0.05945578413015368,214130,0.07202682884167755,0,0,0
高雄,64390,0.013438021482469007,25790,0.00867497275405998,13100,0,0
加總,4791628,1.0,2972920,1.0,316500,164800,1690000
