城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3200470,0.6773799742548751,1613800,0.6268425979514389,0,0,1200000
台中,256400,0.0542670999568657,173400,0.0673531456715699,0,0,120000
桃園,919678,0.19464999202078911,598660,0.2325353759385354,300900,157800,160000
新竹,288490,0.061058953457707434,180380,0.07006436226204026,0,0,0
高雄,59740,0.012643980309762702,8250,0.003204518176415523,13100,0,0
加總,4724778,1.0,2574490,1.0,314000,157800,1480000
