城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3200270,0.6769651168152833,1631200,0.6247582279111275,0,0,1200000
台中,256400,0.054237253716542234,178200,0.06825154255380267,0,0,120000
桃園,926078,0.19589675291461778,612900,0.23474394181383645,303400,157800,210000
新竹,284890,0.06026385027810342,180380,0.06908649408448331,0,0,0
高雄,59740,0.012637026275453328,8250,0.0031597936367501237,13100,0,0
加總,4727378,1.0,2610930,1.0,316500,157800,1530000
