id,來源,日期,台北業績,台北佔比,台中業績,台中佔比,桃園業績,桃園佔比,新竹業績,新竹佔比,高雄業績,高雄佔比,全區合計
20260424143227,schedule,2026/04/24 14:32,3231870,0.6779988495373604,258800,0.054292438204590183,931478,0.19541040090392295,284890,0.05976573694013021,59740,0.012532574413996205,4766778
20260424041203,schedule,2026/04/24 04:12,3205870,0.6773473276233272,256400,0.0541730808805787,926078,0.1956649703421397,284890,0.0601925468489395,59740,0.0126220743050147,4732978
20260424002132,schedule-00,2026/04/24 00:21,3205870,0.6773473276233272,256400,0.0541730808805787,926078,0.1956649703421397,284890,0.0601925468489395,59740,0.0126220743050147,4732978
20260423142950,schedule,2026/04/23 14:29,3200270,0.6769651168152833,256400,0.0542372537165422,926078,0.1958967529146177,284890,0.0602638502781034,59740,0.0126370262754533,4727378
20260423041349,schedule,2026/04/23 04:13,3200470,0.6773799742548751,256400,0.0542670999568657,919678,0.1946499920207891,288490,0.0610589534577074,59740,0.0126439803097627,4724778
20260422230128,schedule,2026/04/22 23:01,3200470,0.6773799742548751,256400,0.0542670999568657,919678,0.1946499920207891,288490,0.0610589534577074,59740,0.0126439803097627,4724778
20260422142610,schedule,2026/04/22 14:26,3199370,0.6779506939555999,256400,0.0543314958664411,919678,0.1948809729151983,288490,0.0611314089021435,55240,0.011705428360617,4719178
20260422041222,schedule,2026/04/22 04:12,3171470,0.676641182416849,252200,0.0538075107775036,919678,0.1962156379731679,288490,0.0615500744813719,55240,0.0117855943511074,4687078
20260421230140,schedule,2026/04/21 23:01,3163070,0.6760606308021198,252200,0.0539041156497626,919678,0.1965679193994542,288490,0.0616605801895321,55240,0.0118067539591311,4678678
20260421142547,schedule,2026/04/21 14:25,3154670,0.6765209589031108,252200,0.0540844480834333,912478,0.1956814790573951,288490,0.0618668613306489,55240,0.0118462526254117,4663078
20260421034944,schedule,2026/04/21 03:49,3132270,0.6760083893783461,247400,0.0533940163307131,912478,0.1969315490437205,286090,0.0617441153276221,55240,0.0119219299195981,4633478
20260420230718,schedule,2026/04/20 23:07,3132270,0.6760083893783461,247400,0.0533940163307131,912478,0.1969315490437205,286090,0.0617441153276221,55240,0.0119219299195981,4633478
20260420153044,schedule,2026/04/20 15:30,3122670,0.6764768706248031,237800,0.0515155939739319,912478,0.1976738694623444,287890,0.0623667970948497,55240,0.0119668688440706,4616078
20260420043452,schedule,2026/04/20 04:34,3063470,0.6731602121612577,230600,0.0506715407444453,910078,0.1999785535889997,291490,0.0640513764596633,55240,0.0121383170456338,4550878
20260420043225,schedule,2026/04/20 04:32,3063470,0.6731602121612577,230600,0.0506715407444453,910078,0.1999785535889997,291490,0.0640513764596633,55240,0.0121383170456338,4550878
20260420042427,schedule,2026/04/20 04:24,3063470,0.6731602121612577,230600,0.0506715407444453,910078,0.1999785535889997,291490,0.0640513764596633,55240,0.0121383170456338,4550878
20260420041135,dashboard,2026/04/20 04:11,3063470,0.6731602121612577,230600,0.0506715407444453,910078,0.1999785535889997,291490,0.0640513764596633,55240,0.0121383170456338,4550878
20260420040705,dashboard,2026/04/20 04:07,3063470,0.6731602121612577,230600,0.0506715407444453,910078,0.1999785535889997,291490,0.0640513764596633,55240,0.0121383170456338,4550878
20260420040200,schedule,2026/04/20 04:02,3063470,0.6731602121612577,230600,0.0506715407444453,910078,0.1999785535889997,291490,0.0640513764596633,55240,0.0121383170456338,4550878
