城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3154670,0.6765209589031108,1475800,0.6234659434157552,0,0,1200000
台中,252200,0.0540844480834333,166200,0.07021279292295604,0,0,120000
桃園,912478,0.19568147905739514,553060,0.23364553101065022,300900,130800,160000
新竹,288490,0.06186686133064898,165580,0.06995086794333971,0,0,0
高雄,55240,0.011846252625411799,6450,0.0027248647072988354,13100,0,0
加總,4663078,1.0,2367090,1.0,314000,130800,1480000
