城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,3236070,0.6768140566804871,1707800,0.6184633658776835,0,0,1200000
台中,258800,0.054127221558529344,185400,0.06714082915664744,0,0,120000
桃園,938678,0.1963216077207002,648100,0.23470318973259555,303400,159800,280000
新竹,284890,0.05958386456649701,194270,0.07035301445664455,0,0,0
高雄,62890,0.013153249473786363,25790,0.009339600776429006,13100,0,0
加總,4781328,1.0,2761360,1.0,316500,159800,1600000
