城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2591400,0.6587232147441747,927600,0.726939308091079,0,0,700000
台中,176900,0.044967251944217225,76800,0.060186436892404986,0,0,120000
桃園,979019,0.24886260051540757,263910,0.20682034583690886,149202,0,140000
新竹,94680,0.024067266331704276,0,0.0,0,0,0
高雄,91975,0.023379666464496206,7725,0.006053909179607142,0,0,0
加總,3933974,1.0,1276035,1.0,149202,0,960000
