城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2093600,0.6412695028813633,0,0.0,0,0,0
台中,138500,0.042422538282894925,0,0.0,0,0,0
桃園,853519,0.26143279749226134,0,0.0,78501,0,0
新竹,92880,0.028449136142348598,0,0.0,0,0,0
高雄,86275,0.02642602520113184,7725,1.0,0,0,0
加總,3264774,1.0,7725,1.0,78501,0,0
