城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2587000,0.6597850432061013,913200,0.7770360821452731,0,0,700000
台中,176900,0.04511634099078443,4800,0.004084289525073709,0,0,120000
桃園,970419,0.24749437257171306,249510,0.2123064748752377,149202,0,140000
新竹,94680,0.024147061418922953,0,0.0,0,0,0
高雄,91975,0.023457181812478228,7725,0.0065731534544155,0,0,0
加總,3920974,1.0,1175235,1.0,149202,0,960000
