城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2676700,0.664146744993653,973200,0.7153068462038831,0,0,750000
台中,185300,0.04597690882329881,85200,0.06262242426692441,0,0,120000
桃園,975119,0.24194796197985055,291410,0.2141878011223526,149202,0,140000
新竹,101190,0.02510741178537294,0,0.0,0,0,0
高雄,91975,0.02282097241782465,10725,0.007882928406839957,0,0,0
加總,4030284,1.0,1360535,1.0,149202,0,1010000
